834079	765856
825972	776942
843183	766311
816798	791578
813845	792413
788600	811332
823394	782318
793479	805421
0	198145
822917	781754
840065	764082
840901	767457
811587	793845
855572	758793
858503	756745
851212	762671
842614	766164
835521	767099
845016	754083
834050	762506
826214	764990
831357	763086
849072	750305
844536	757947
